alibaba/qwen3.6-27b,alibaba/qwen3.6-max-preview,alibaba/qwen3.6-plus,alibaba/qwen3.7-max,alibaba/qwen3.8-max-cn,anthropic/claude-fruitcake-eap,anthropic/claude-nectarine-v5-p,anthropic/claude-nougat-p,anthropic/claude-queso-eap-max-effort,anthropic/claude-sonnet-5,arcee-ai/trinity-large-thinking,cohere/command-a-plus-05-2026,deepseek/deepseek-reasoner,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-pro,google/models/ajax,grok/grok-4.3,grok/grok-experimental-0410-1p5m,grok/v9-carrot,grok/v9-potato,kimi/kimi-k2.6-thinking,kimi/kimi-k2.7-code,meta/blue_tower,meta/emerald_lagoon,meta/glassy_lagoon,meta/quiet_sand,meta/super_nova_vals,minimax/MiniMax-M3,mistralai/mistral-medium-3.5,nvidia/nemotron-3-ultra-550b-a55b,openai/crest-alpha,openai/gpt-5-mini-2025-08-07,openai/gpt-5.6-luna,openai/iris-alpha,openai/iris-alpha-code-mode,openai/kindle-alpha,openai/nova-alpha,openai/summit-alpha,poolside/laguna-m.1,poolside/laguna-m.1:fast,poolside/laguna-xs.2,poolside/laguna-xs.2:fast,xiaomi/mimo-v2.5,xiaomi/mimo-v2.5-pro,zai/glm-5-turbo,zai/glm-5.1-thinking,zai/glm-5.2
5.804682547360543454e-01,6.105449987712811000e-01,6.114546686850521606e-01,5.909304185928938580e-01,5.238935390578828288e-01,2.690371344620422489e-01,6.307851104822219668e-01,5.767357365433741778e-01,5.100522208448606820e-01,1.862504734929024131e-01,4.534961011056848901e-01,3.658778733214478884e-01,5.577912006267351508e-01,5.400115493514874299e-01,7.803340683148027868e-01,6.910596016411441056e-01,5.843865423339291709e-01,6.764592670187538070e-01,5.661073876707656272e-01,5.252800620994818592e-01,6.522250470840528225e-01,6.944540095334122976e-01,1.000000000000000000e+00,7.561575662253294805e-01,7.470914933296890492e-01,6.529751634077443079e-01,5.388576271564089470e-01,5.519872114605947067e-01,5.621138027462281306e-01,5.840164766673547891e-01,6.307851104822217447e-01,6.032552066683664060e-01,3.927318644999066577e-01,4.845010001733403016e-01,4.695815403995909909e-01,2.909182779209429359e-01,2.634933035079465857e-01,6.254880066660755134e-01,5.746324422614430549e-01,5.080115589896564421e-01,5.756268739937463463e-01,4.498600443901685786e-01,6.260771301714673776e-01,5.982507042525662122e-01,5.693825203841748062e-01,7.083584338132643543e-01,5.607628598600320480e-01
6.107807457195988388e-01,6.286397136443842015e-01,6.401297338792089064e-01,5.590014364272447578e-01,5.398779624724431292e-01,3.300422098880606003e-01,6.267252776373305467e-01,5.976043927655924071e-01,5.375936802393000979e-01,2.109974208974438326e-01,4.512191291487274714e-01,3.236222297248316226e-01,5.720775535473555662e-01,5.127292488291745887e-01,7.561785046127946774e-01,7.295655009730862561e-01,6.029721574064647038e-01,6.210250679531577056e-01,5.821281700542042525e-01,5.417182171776087074e-01,6.797207009171937209e-01,7.453542615386317127e-01,7.561575662253294805e-01,1.000000000000000000e+00,7.640298491337970122e-01,6.252283078080514978e-01,4.826449249392633090e-01,5.555064205888236017e-01,5.426801492972967988e-01,5.728116149344317787e-01,6.267252776373304357e-01,5.753066861542884824e-01,3.946879183776694222e-01,5.124564994433649101e-01,4.980658526155315458e-01,2.808053779294282792e-01,2.549901468281680073e-01,6.612482135888219092e-01,5.267273369361628044e-01,4.461258819991878455e-01,5.080842736525230663e-01,3.691140957052375660e-01,6.133068998883796086e-01,6.146833823151862664e-01,6.171811123395258836e-01,7.027683308140200147e-01,5.675135906901239702e-01
6.005325641789631685e-01,6.410054158334094199e-01,6.746043398874969066e-01,6.010700512790487782e-01,5.935190480872793994e-01,3.212125841715354757e-01,6.222432136045007445e-01,6.057246022175107880e-01,4.931176902121598982e-01,1.624648544669009820e-01,4.864352726044316455e-01,3.153666111941773598e-01,3.926850052412216852e-01,5.013194262555523695e-01,7.773650447550694009e-01,6.624279486934191441e-01,6.147649361189194694e-01,6.435629578414301388e-01,5.810118702247907274e-01,5.536412852342712521e-01,7.281485623493985093e-01,7.252228721756072138e-01,7.470914933296890492e-01,7.640298491337970122e-01,1.000000000000000000e+00,6.229632383160794706e-01,5.162472920134946186e-01,4.924111708575858448e-01,6.341463026507602185e-01,6.044279312696448914e-01,5.840375312300941646e-01,5.837500883443559330e-01,4.030514269581902953e-01,5.412294272573258125e-01,5.247610490039525954e-01,2.984760551279057594e-01,2.780508713038203350e-01,5.574923023655468102e-01,5.155066527788733088e-01,4.724582925436415781e-01,5.069447770645308937e-01,3.759223584445186006e-01,6.035582316635529354e-01,6.948085728746951073e-01,6.200238429166036180e-01,7.167783474470029725e-01,5.895279938485720184e-01
5.453560884441684964e-01,5.569720156964733659e-01,6.531481520047246470e-01,5.843185368381432765e-01,4.718468875399690621e-01,2.697193730266587708e-01,5.741960887583080764e-01,5.154355803535524139e-01,4.094132610170775344e-01,1.912786717289781668e-01,4.722096148708226915e-01,3.601250635628046592e-01,5.577912006267352618e-01,5.184032262204144592e-01,7.185275330411835526e-01,6.530134864917069848e-01,6.021815915852045675e-01,5.790032435196993399e-01,5.622528475874035703e-01,4.799976498412520942e-01,6.339480838385491701e-01,6.503530152706888945e-01,6.529751634077443079e-01,6.252283078080514978e-01,6.229632383160794706e-01,1.000000000000000000e+00,4.880150921423742627e-01,5.874180045633377034e-01,5.859265898656599303e-01,6.015702613666538134e-01,5.988282113350531510e-01,6.087319101543906541e-01,3.572649081528735393e-01,4.693961180202771977e-01,4.392238184843967885e-01,2.230142591682903741e-01,2.494708866210618992e-01,5.909494910442527615e-01,5.338686420602190008e-01,4.617375591871670792e-01,5.535525437639854385e-01,4.772654225011348506e-01,5.912949608312074723e-01,6.061210270001727851e-01,6.013953521419302950e-01,6.558745390156783817e-01,4.686490024438832447e-01
3.999999999999999667e-01,4.040800624803730923e-01,4.454593119259112610e-01,4.069420597830170627e-01,3.530372731371310135e-01,2.302880401880089967e-01,4.478218727727680259e-01,4.203188755644480801e-01,3.419403947940056199e-01,6.866540541975079126e-01,2.875920708591227504e-01,2.583525338486768463e-01,4.880935300919763131e-01,7.564968940611772608e-01,5.106076669338013296e-01,4.657555113790948220e-01,4.066027594363645914e-01,4.529501966894143306e-01,4.303333384806217188e-01,4.522905479644774851e-01,4.378519282454869654e-01,4.682658120084626785e-01,5.388576271564089470e-01,4.826449249392633090e-01,5.162472920134946186e-01,4.880150921423742627e-01,1.000000000000000000e+00,4.342631975184846893e-01,3.936191951796403909e-01,4.010549547052174590e-01,4.823582639891767498e-01,4.691884969838951425e-01,2.651316363252392283e-01,3.828344942798728168e-01,3.654681630363258438e-01,1.894606863832847543e-01,7.188303481245001958e-01,4.734883028938925986e-01,3.550193786885517677e-01,6.835450442313669717e-01,3.818813079129866339e-01,6.038099156819597413e-01,4.346364921836745610e-01,4.151151604778214876e-01,3.179386405489851297e-01,4.995212139138653362e-01,4.649079893767738558e-01
5.247346970015024370e-01,5.769022619691804854e-01,5.888647020030184365e-01,5.039791454308193419e-01,4.179766690278852725e-01,2.684329613121186897e-01,5.841745128157409539e-01,5.673884404448978902e-01,4.585547606604099546e-01,1.862894775615783483e-01,5.334557446683760862e-01,3.704840600201673162e-01,6.478948862714324353e-01,5.374538029149301677e-01,6.571072625041842752e-01,5.826603487221885258e-01,6.010820257806950284e-01,5.371389673898727679e-01,4.705399185182337907e-01,4.845539432706831295e-01,5.669945582412895257e-01,5.526283584894542411e-01,5.519872114605947067e-01,5.555064205888236017e-01,4.924111708575858448e-01,5.874180045633377034e-01,4.342631975184846893e-01,1.000000000000000000e+00,5.526274798364011476e-01,6.069822398914846984e-01,5.234191969808398293e-01,6.361253391538956858e-01,3.462876753087694714e-01,4.057258493321623805e-01,4.179766690278852725e-01,2.460426512488854967e-01,2.840402456452320035e-01,5.540077739184418038e-01,5.143630474450896495e-01,4.807645243291680526e-01,5.819650202217622192e-01,4.868101551978984420e-01,5.800776183844377210e-01,5.984034738785553031e-01,6.632733723770086742e-01,5.778432219149711724e-01,4.800664940437880390e-01
6.338562626601720318e-01,6.023616695311984071e-01,6.258646926018357481e-01,6.633545296594074436e-01,4.921568106604377602e-01,2.253655356616663108e-01,5.446865041958628417e-01,5.263776691661723461e-01,3.976694848582658093e-01,1.232334641862432578e-01,5.328506777505598313e-01,4.598141467282831352e-01,4.883962164037830567e-01,5.002789823884580267e-01,6.964316962433897418e-01,5.507510850846903949e-01,6.367169897847004822e-01,6.175217228029763472e-01,4.752608361588885333e-01,4.666616341964979764e-01,6.217617839038829253e-01,6.191687527640148403e-01,5.621138027462281306e-01,5.426801492972967988e-01,6.341463026507602185e-01,5.859265898656599303e-01,3.936191951796403909e-01,5.526274798364011476e-01,1.000000000000000000e+00,6.401361368851872236e-01,5.000107738648374989e-01,6.535285512809531072e-01,3.358894251970923617e-01,4.552746158820890621e-01,4.680362063347939250e-01,2.351028494509526945e-01,2.212004300980207061e-01,5.076443600923205013e-01,5.713557888815361530e-01,5.120953952407889531e-01,6.044389384911550422e-01,4.490295860351135038e-01,6.079052763832429873e-01,6.494020540595617508e-01,6.229183348673846821e-01,6.317335856729342503e-01,5.172917260233477199e-01
6.275330467740460882e-01,6.592654266257973461e-01,6.534571756506912799e-01,6.313303768504641145e-01,4.887402858223556801e-01,2.033769190601951160e-01,5.478637202239913240e-01,5.414102841781248676e-01,4.126935934728561683e-01,1.435850088320767826e-01,4.939183983233264574e-01,4.413559511103132826e-01,6.994180867113696243e-01,5.264955696928295126e-01,7.009200196249758541e-01,5.990657966631520726e-01,6.571424586646689159e-01,5.794061637837707446e-01,5.075193785401986846e-01,4.878484093071596694e-01,6.356904498191593422e-01,6.306110946767252701e-01,5.840164766673547891e-01,5.728116149344317787e-01,6.044279312696448914e-01,6.015702613666538134e-01,4.010549547052174590e-01,6.069822398914846984e-01,6.401361368851872236e-01,1.000000000000000000e+00,5.478637202239913240e-01,6.097639016154776659e-01,3.415145093702769419e-01,4.095460462206925722e-01,4.271550683548210325e-01,2.286632777986203624e-01,2.481341637658815991e-01,5.569675507787206215e-01,5.347054274511496841e-01,4.574735742206849087e-01,5.513594063321235472e-01,4.657540348023699317e-01,6.565591870594061907e-01,6.367651573497858930e-01,6.586004187315500635e-01,6.967949467578800071e-01,5.195492560934336090e-01
4.938703943946463615e-01,5.137644249951562880e-01,5.594486724541807288e-01,5.107570557579753645e-01,4.578763151905547168e-01,3.304084871365071674e-01,5.686176282318886610e-01,5.539340515335724469e-01,4.993473715286652070e-01,2.651316954280033555e-01,3.894695360665225148e-01,2.993674119954553570e-01,4.715027198381943618e-01,4.970395853611033199e-01,6.813321376682903718e-01,6.309857232349100897e-01,5.267239490950171854e-01,5.447708483582218708e-01,5.893045282863310641e-01,5.515304016684072774e-01,6.270161996903658164e-01,6.137372432603312999e-01,6.307851104822217447e-01,6.267252776373304357e-01,5.840375312300941646e-01,5.988282113350531510e-01,4.823582639891767498e-01,5.234191969808398293e-01,5.000107738648374989e-01,5.478637202239913240e-01,1.000000000000000000e+00,5.174105258394100515e-01,4.323434525810561646e-01,6.382954303347082581e-01,5.630592439885951928e-01,2.674785923093788154e-01,2.956185685056064161e-01,7.487383903167965649e-01,4.545333519552159918e-01,4.281988479092802002e-01,4.361097276776750853e-01,3.927716555304127666e-01,5.145145130788365551e-01,5.765029464282858118e-01,5.492174841455818024e-01,6.270161996903657053e-01,5.037586706626451249e-01
6.030511209450634125e-01,6.047233999655505787e-01,6.853084354279912471e-01,6.412536772835873977e-01,4.732206174306305413e-01,2.177824295013140732e-01,5.720212720032494813e-01,5.465535273597570409e-01,4.379886939486190567e-01,2.529893570677961279e-01,5.851541289743171781e-01,5.271636497345035810e-01,7.130765759621142674e-01,6.279589252784792963e-01,6.826381094266704697e-01,5.663027982225111723e-01,6.510321708936875895e-01,6.191227204042455412e-01,4.724339887652535541e-01,4.319270935140631096e-01,6.063391591782637535e-01,5.899873678810206856e-01,6.032552066683664060e-01,5.753066861542884824e-01,5.837500883443559330e-01,6.087319101543906541e-01,4.691884969838951425e-01,6.361253391538956858e-01,6.535285512809531072e-01,6.097639016154776659e-01,5.174105258394100515e-01,1.000000000000000000e+00,3.566094469010210877e-01,4.239557386945699835e-01,4.601163690525117977e-01,2.319839704734761310e-01,3.484629852153862117e-01,5.557050748688033837e-01,6.280026158830260830e-01,6.071667637800528539e-01,6.320942734078821568e-01,6.251437627244901263e-01,6.605331196604141697e-01,6.310350549993656299e-01,6.166249858403383133e-01,6.316207471452400801e-01,4.574509648806560635e-01
3.164474369043177582e-01,3.959913201515480874e-01,4.025178543545037679e-01,3.904844911766416349e-01,5.126172975115630415e-01,3.326859263938028444e-01,4.116670559965963094e-01,3.815381145121198858e-01,4.195411152911910357e-01,1.528939954425135028e-01,2.901568173767942183e-01,2.080066563195051010e-01,2.651372262228020582e-01,2.974822276186563919e-01,4.416848065676623469e-01,3.780085840902089322e-01,3.640992778073922076e-01,3.506682935726168626e-01,4.255183594693363602e-01,3.933657521721458661e-01,3.828649171113206462e-01,3.867220248875526400e-01,3.927318644999066577e-01,3.946879183776694222e-01,4.030514269581902953e-01,3.572649081528735393e-01,2.651316363252392283e-01,3.462876753087694714e-01,3.358894251970923617e-01,3.415145093702769419e-01,4.323434525810561646e-01,3.566094469010210877e-01,1.000000000000000000e+00,4.999602717412270358e-01,4.679642228154339278e-01,5.604394286107905465e-01,3.182887512230821447e-01,4.600936675795376241e-01,3.050478613092680313e-01,2.563224749545439662e-01,3.168108115081383347e-01,2.572474686471541427e-01,3.811124895150208580e-01,3.595970935271733948e-01,2.398880070644481277e-01,4.013251349083949981e-01,3.942360344004758876e-01
4.087893752479996312e-01,4.720296143864596838e-01,4.267819927901797539e-01,4.456633223782828779e-01,4.851249136558187236e-01,3.751928785619445539e-01,5.441746984101998308e-01,4.380684236466836357e-01,4.414254287135131460e-01,2.913226312966935572e-01,3.281743508999837022e-01,2.549249642552303685e-01,1.800984890797228954e-01,3.997232953608463868e-01,5.524789605045351548e-01,4.867385144790734031e-01,4.265260902781485841e-01,4.317785379192339845e-01,5.225020765400745226e-01,5.422816171972556498e-01,4.714223018188600789e-01,5.160762558004337031e-01,4.845010001733403016e-01,5.124564994433649101e-01,5.412294272573258125e-01,4.693961180202771977e-01,3.828344942798728168e-01,4.057258493321623805e-01,4.552746158820890621e-01,4.095460462206925722e-01,6.382954303347082581e-01,4.239557386945699835e-01,4.999602717412270358e-01,1.000000000000000000e+00,6.714508232303304514e-01,3.897359159546675555e-01,4.433674445419774068e-01,6.224804750390093844e-01,3.356477094177853226e-01,3.422426383756796975e-01,3.667323039608657020e-01,3.094955573556466000e-01,4.260140978146476076e-01,4.814082965044582663e-01,3.805810569232346841e-01,4.994331337748231792e-01,4.541645977491206021e-01
4.276226125322996618e-01,4.405773015671452519e-01,4.621553127869149069e-01,4.246316749733307638e-01,4.645638629283488918e-01,4.025184422540086238e-01,5.029547132468579207e-01,4.602464009938899703e-01,5.340012086035792471e-01,2.447301594294616356e-01,3.320062696082131115e-01,2.883752122960729913e-01,2.651372262228020582e-01,3.645612592663238227e-01,5.343266542199274216e-01,4.456387395704393128e-01,4.337496869653387765e-01,4.392426470771768066e-01,4.844395192484374779e-01,5.669919732184863781e-01,4.964834795219197905e-01,4.870843303195232510e-01,4.695815403995909909e-01,4.980658526155315458e-01,5.247610490039525954e-01,4.392238184843967885e-01,3.654681630363258438e-01,4.179766690278852725e-01,4.680362063347939250e-01,4.271550683548210325e-01,5.630592439885951928e-01,4.601163690525117977e-01,4.679642228154339278e-01,6.714508232303304514e-01,1.000000000000000000e+00,3.951910006035341816e-01,4.354272326866585607e-01,5.767010862405613780e-01,3.277299563056497167e-01,3.166707678210779475e-01,3.925871955898587173e-01,2.719926729649405073e-01,4.710634633581584074e-01,4.899073375039255662e-01,4.443974223295905635e-01,4.562367642558757264e-01,4.772428145903057084e-01
2.579404525459177422e-01,2.781369453274982750e-01,2.591297385574752310e-01,2.499799761694072586e-01,4.547795109478546260e-01,4.343626116755112676e-01,3.226629521833996872e-01,2.880667615426917294e-01,4.553330203118784447e-01,1.849281199768725015e-01,2.166969827390975156e-01,1.409253025988324581e-01,2.738612787525829817e-01,2.192321528803763409e-01,2.919969028800518673e-01,2.312594923565828298e-01,2.445846205828109687e-01,2.241460098779274046e-01,2.932344009734761947e-01,3.295736364611170921e-01,2.590589243844997891e-01,3.004211360031981415e-01,2.909182779209429359e-01,2.808053779294282792e-01,2.984760551279057594e-01,2.230142591682903741e-01,1.894606863832847543e-01,2.460426512488854967e-01,2.351028494509526945e-01,2.286632777986203624e-01,2.674785923093788154e-01,2.319839704734761310e-01,5.604394286107905465e-01,3.897359159546675555e-01,3.951910006035341816e-01,1.000000000000000000e+00,2.521491214840359540e-01,2.728408554599057179e-01,1.809873777975825881e-01,1.681495567438737460e-01,2.214130079203831813e-01,1.575099346087573959e-01,2.906328853380046873e-01,2.666525108323276605e-01,1.062951543787525599e-01,2.590589243844998446e-01,3.806317960667972011e-01
2.016987246715678250e-01,2.544939193662079102e-01,2.323176643787608908e-01,2.149050144240103044e-01,2.484707930825580391e-01,2.539258457817439862e-01,3.000324030702550271e-01,2.461393991781155310e-01,2.701800408886969040e-01,7.461397894254968577e-01,1.749208737993528384e-01,1.809231617548127946e-01,4.218092235362764369e-02,6.470576849288611765e-01,2.495541782691033661e-01,2.237856564749334531e-01,2.503988157403381765e-01,2.357922964331465310e-01,2.918072394219524135e-01,3.579585138982240289e-01,2.239723651419391892e-01,2.590390399208796213e-01,2.634933035079465857e-01,2.549901468281680073e-01,2.780508713038203350e-01,2.494708866210618992e-01,7.188303481245001958e-01,2.840402456452320035e-01,2.212004300980207061e-01,2.481341637658815991e-01,2.956185685056064161e-01,3.484629852153862117e-01,3.182887512230821447e-01,4.433674445419774068e-01,4.354272326866585607e-01,2.521491214840359540e-01,1.000000000000000000e+00,3.016054196353461503e-01,1.772953833817063063e-01,5.819791475005501313e-01,2.279119501631600986e-01,5.411977172640959344e-01,2.700251253136390917e-01,2.474343053749567256e-01,9.152044929024180653e-02,2.825757663764976724e-01,3.000324030702548606e-01
5.286734197812925640e-01,5.753065115516258210e-01,5.402519678461301655e-01,5.757013917409290471e-01,4.758590697616461584e-01,3.051691006567745501e-01,6.420082822925926580e-01,5.600359633511529101e-01,5.401691189830044593e-01,2.411362874391539679e-01,4.052358218685143676e-01,3.489576224085132461e-01,4.829546044006791106e-01,5.013348500459416934e-01,6.807212427859392623e-01,6.285162597360028913e-01,5.849008761125181755e-01,5.580319903108482693e-01,5.748106476019336775e-01,5.219318853825563043e-01,6.087623924349430116e-01,6.352025747575634762e-01,6.254880066660755134e-01,6.612482135888219092e-01,5.574923023655468102e-01,5.909494910442527615e-01,4.734883028938925986e-01,5.540077739184418038e-01,5.076443600923205013e-01,5.569675507787206215e-01,7.487383903167965649e-01,5.557050748688033837e-01,4.600936675795376241e-01,6.224804750390093844e-01,5.767010862405613780e-01,2.728408554599057179e-01,3.016054196353461503e-01,1.000000000000000000e+00,4.935226271721410707e-01,4.490088208770663947e-01,4.960858350204191414e-01,3.920214643419285827e-01,6.068204049071846962e-01,6.041414261800887031e-01,6.103257314048269322e-01,6.206736860178446724e-01,4.733187687367076402e-01
5.558015465843909597e-01,5.907567656776657739e-01,5.860574312882623760e-01,6.027829922323402201e-01,3.872912307142076793e-01,1.947741613640623370e-01,5.538197984286140629e-01,4.587366705238392628e-01,3.529668971845748016e-01,1.338014392248708662e-01,4.949030289689862472e-01,4.080697307089740655e-01,6.478948862714324353e-01,4.656619110764604330e-01,6.020295096140628743e-01,5.215865944931111775e-01,5.773131224823238039e-01,5.770573937288239197e-01,3.927172410626285637e-01,3.510233489437862842e-01,5.439622244109907356e-01,5.106597630353818529e-01,5.746324422614430549e-01,5.267273369361628044e-01,5.155066527788733088e-01,5.338686420602190008e-01,3.550193786885517677e-01,5.143630474450896495e-01,5.713557888815361530e-01,5.347054274511496841e-01,4.545333519552159918e-01,6.280026158830260830e-01,3.050478613092680313e-01,3.356477094177853226e-01,3.277299563056497167e-01,1.809873777975825881e-01,1.772953833817063063e-01,4.935226271721410707e-01,1.000000000000000000e+00,5.327549185603971393e-01,6.036410241774949892e-01,5.273498246322353422e-01,6.228933951995341278e-01,5.424742110337201773e-01,6.355390247906310686e-01,5.833597926308059511e-01,4.051271813669665711e-01
4.627617612108995138e-01,4.759772667250715128e-01,4.909944491479983353e-01,4.966387612118703387e-01,3.397248423566834319e-01,1.931178243893540425e-01,4.495490098513065247e-01,4.196739153488293073e-01,3.034778713992348220e-01,5.398322625159047705e-01,4.467374317224127034e-01,3.783516940196979816e-01,5.361932837170169108e-01,7.387701646662441224e-01,5.290705366829321354e-01,4.614031930540991588e-01,4.958639543515171999e-01,5.145961612375336003e-01,3.723045916658238030e-01,3.148268295980096165e-01,4.762391690380365361e-01,4.683674485487571149e-01,5.080115589896564421e-01,4.461258819991878455e-01,4.724582925436415781e-01,4.617375591871670792e-01,6.835450442313669717e-01,4.807645243291680526e-01,5.120953952407889531e-01,4.574735742206849087e-01,4.281988479092802002e-01,6.071667637800528539e-01,2.563224749545439662e-01,3.422426383756796975e-01,3.166707678210779475e-01,1.681495567438737460e-01,5.819791475005501313e-01,4.490088208770663947e-01,5.327549185603971393e-01,1.000000000000000000e+00,4.863174352497135478e-01,7.082169574975352155e-01,5.037889875729262279e-01,4.694077576724117740e-01,3.808973940055825902e-01,5.429553510598555954e-01,3.489157655328693486e-01
5.637295497763136209e-01,5.902755860976418578e-01,5.857757072670162213e-01,5.651365792606061200e-01,4.400584405221270035e-01,2.102977560480148722e-01,5.020537389192590849e-01,4.728594457182794253e-01,3.864977329584921018e-01,1.476540447055987582e-01,5.505413864102861599e-01,4.592793267718459083e-01,4.883962164037830567e-01,4.891073584540847619e-01,6.081627522315048440e-01,5.262196355548400817e-01,5.672479860278312191e-01,5.115117941896885068e-01,3.863397037807720369e-01,4.031728311561763034e-01,4.859221694457626084e-01,5.122462035665562574e-01,5.756268739937463463e-01,5.080842736525230663e-01,5.069447770645308937e-01,5.535525437639854385e-01,3.818813079129866339e-01,5.819650202217622192e-01,6.044389384911550422e-01,5.513594063321235472e-01,4.361097276776750853e-01,6.320942734078821568e-01,3.168108115081383347e-01,3.667323039608657020e-01,3.925871955898587173e-01,2.214130079203831813e-01,2.279119501631600986e-01,4.960858350204191414e-01,6.036410241774949892e-01,4.863174352497135478e-01,1.000000000000000000e+00,5.308787979724240991e-01,5.571986914693822790e-01,5.617850930358216921e-01,5.420505561661747018e-01,5.742359724548875555e-01,4.200005650779147226e-01
4.809416188862121744e-01,4.706256210596396206e-01,4.952896082943651357e-01,5.304890582807326727e-01,3.292687580737976849e-01,1.808425909886395011e-01,4.139887933615716831e-01,3.735107594734305425e-01,2.589659651856018319e-01,4.920757770336727788e-01,4.362411533886521031e-01,3.907714097602207892e-01,5.290720029117117473e-01,7.394499309890177896e-01,4.919976044738003651e-01,4.336035255644737352e-01,5.067296074035178011e-01,4.364547109207941311e-01,3.629516951530529778e-01,2.814247138041271468e-01,4.275056293420750886e-01,4.010048223522593158e-01,4.498600443901685786e-01,3.691140957052375660e-01,3.759223584445186006e-01,4.772654225011348506e-01,6.038099156819597413e-01,4.868101551978984420e-01,4.490295860351135038e-01,4.657540348023699317e-01,3.927716555304127666e-01,6.251437627244901263e-01,2.572474686471541427e-01,3.094955573556466000e-01,2.719926729649405073e-01,1.575099346087573959e-01,5.411977172640959344e-01,3.920214643419285827e-01,5.273498246322353422e-01,7.082169574975352155e-01,5.308787979724240991e-01,1.000000000000000000e+00,5.056707713245077729e-01,4.565381333932003183e-01,3.684391734658820083e-01,4.843346300522056169e-01,2.714595369903400335e-01
6.668155998344867941e-01,6.569369079693567759e-01,6.601790676627297128e-01,6.622289068537833279e-01,5.215454097219118790e-01,2.809279820456040411e-01,6.197129094849925801e-01,5.900620838560803882e-01,4.549264337441075168e-01,1.397892696690926362e-01,4.963121254882545408e-01,4.067886892319216297e-01,4.829546044006790551e-01,5.321533958079791571e-01,7.149237071449069392e-01,5.638769436462637286e-01,6.664631143504383681e-01,6.355420838697632968e-01,5.137359527245926039e-01,4.960168862320952776e-01,6.692431294008563958e-01,6.300908046153362863e-01,6.260771301714673776e-01,6.133068998883796086e-01,6.035582316635529354e-01,5.912949608312074723e-01,4.346364921836745610e-01,5.800776183844377210e-01,6.079052763832429873e-01,6.565591870594061907e-01,5.145145130788365551e-01,6.605331196604141697e-01,3.811124895150208580e-01,4.260140978146476076e-01,4.710634633581584074e-01,2.906328853380046873e-01,2.700251253136390917e-01,6.068204049071846962e-01,6.228933951995341278e-01,5.037889875729262279e-01,5.571986914693822790e-01,5.056707713245077729e-01,1.000000000000000000e+00,6.728128438069234107e-01,7.336844138455378417e-01,6.901189877435828235e-01,5.437249650937173717e-01
6.554957999173042227e-01,6.708233597993780162e-01,6.524036950660154766e-01,6.132875540080926502e-01,5.291062215137191105e-01,2.856539766726380880e-01,6.370109693842136434e-01,5.955105964316455003e-01,4.524764424329021928e-01,1.341641796430470823e-01,4.467303063963616316e-01,3.651621093341504976e-01,5.673649067577043459e-01,5.555498726969346768e-01,7.638499549364115015e-01,6.194830873835580620e-01,6.626564086382100704e-01,5.993140990568797122e-01,5.591811809088285123e-01,5.423333493467306088e-01,6.880661623851779263e-01,6.554947143245962726e-01,5.982507042525662122e-01,6.146833823151862664e-01,6.948085728746951073e-01,6.061210270001727851e-01,4.151151604778214876e-01,5.984034738785553031e-01,6.494020540595617508e-01,6.367651573497858930e-01,5.765029464282858118e-01,6.310350549993656299e-01,3.595970935271733948e-01,4.814082965044582663e-01,4.899073375039255662e-01,2.666525108323276605e-01,2.474343053749567256e-01,6.041414261800887031e-01,5.424742110337201773e-01,4.694077576724117740e-01,5.617850930358216921e-01,4.565381333932003183e-01,6.728128438069234107e-01,1.000000000000000000e+00,7.045233090244693575e-01,6.448396014077818483e-01,5.336376673694570583e-01
7.217084905421661256e-01,6.511967494301242887e-01,6.384668388195816613e-01,6.767923140254068493e-01,4.421858433451424930e-01,2.127040034770800447e-01,5.960703684901924593e-01,5.714459528659948662e-01,4.721114897775438579e-01,7.716339368803004639e-02,5.144302641679470156e-01,4.111807271686136467e-01,nan,4.232193266728696557e-01,6.889842691163144961e-01,6.167202426085937050e-01,6.304772341513351641e-01,5.649027197887794838e-01,5.412250689882399657e-01,4.694925671204933648e-01,6.754288538652781781e-01,6.426150642177397287e-01,5.693825203841748062e-01,6.171811123395258836e-01,6.200238429166036180e-01,6.013953521419302950e-01,3.179386405489851297e-01,6.632733723770086742e-01,6.229183348673846821e-01,6.586004187315500635e-01,5.492174841455818024e-01,6.166249858403383133e-01,2.398880070644481277e-01,3.805810569232346841e-01,4.443974223295905635e-01,1.062951543787525599e-01,9.152044929024180653e-02,6.103257314048269322e-01,6.355390247906310686e-01,3.808973940055825902e-01,5.420505561661747018e-01,3.684391734658820083e-01,7.336844138455378417e-01,7.045233090244693575e-01,1.000000000000000000e+00,6.705535668919017089e-01,5.221971216175996799e-01
